MixKey,ProductKey,DateKey,MarketKey,MarketClusterKey,SeasonalityKey,TotalRevenue,TotalProfit,TotalQuantity,CategoryCount,SKUCount,VariantCount,ConsistencyIndex,SeasonalityIndex
19939,234,2012-12-01,2,5,1,107.98,33.74,2,4,80,3,.86,.26
19940,166,2013-06-01,5,5,1,1070.69,-12.13,3,4,140,5,.86,.75
19941,97,2013-09-01,9,4,3,10204.74,-367.37,14,4,106,4,.76,1.53
19942,4,2012-04-01,9,4,3,10199.97,4463.50,3,1,17,8,.98,1.29
19943,23,2013-05-01,1,3,1,338.99,30.77,1,4,156,10,.84,.15
19944,177,2013-04-01,4,1,1,1820.98,136.57,9,4,95,12,.82,.74
19945,285,2014-04-01,4,1,2,123.66,77.40,54,3,89,1,.70,1.07
19946,271,2014-05-01,4,1,3,278.69,174.45,31,4,157,1,.70,1.30
19947,15,2012-09-01,6,6,1,2591.97,198.23,4,4,96,4,.64,.36
19948,254,2012-12-01,5,5,1,35.99,11.24,1,4,77,4,.84,.10
19949,47,2013-02-01,3,5,3,9162.56,-1722.07,7,4,68,8,.80,1.29
19950,92,2013-08-01,10,2,1,6198.58,1752.76,3,4,130,8,.79,.66
19951,182,2011-05-01,4,1,1,735.75,-12.87,4,4,30,12,.83,.40
19952,226,2013-03-01,1,3,1,627.07,163.03,5,4,94,1,.59,.80
19953,13,2013-07-01,4,1,3,50030.78,11219.36,31,4,174,6,.71,1.50
19954,32,2014-01-01,1,3,1,647.98,58.82,2,4,136,10,.74,.39
19955,28,2014-05-01,1,3,1,971.98,88.24,3,4,158,10,.72,.45
19956,14,2012-10-01,6,6,2,17212.42,-315.31,14,4,93,6,.74,1.04
19957,205,2014-03-01,7,2,2,1200.31,1.20,6,4,159,10,.62,.96
19958,73,2012-02-01,2,5,1,1258.37,-201.74,3,4,36,12,.84,.41
19959,71,2012-04-01,2,5,2,3355.67,-537.98,8,4,46,12,.79,1.07
19960,70,2012-05-01,2,5,1,1879.17,-67.65,4,4,95,12,.86,.34
19961,265,2014-05-01,7,2,1,304.80,114.80,8,4,122,3,.78,.47
19962,145,2013-08-01,2,5,1,1529.17,133.54,7,4,114,5,.75,.75
19963,181,2012-02-01,3,5,1,183.93,-3.21,1,4,38,12,.81,.13
19964,238,2012-05-01,6,6,2,197.80,69.57,14,4,112,3,.76,.96
19965,13,2013-09-01,1,3,3,49571.78,7004.41,34,4,160,6,.71,1.83
19966,12,2013-10-01,1,3,3,39014.83,5211.33,27,4,153,6,.75,1.25
19967,22,2014-02-01,6,6,1,769.49,349.71,1,3,66,4,.70,.27
19968,146,2013-05-01,5,5,3,1966.08,171.70,9,4,94,5,.75,1.58
19969,29,2013-08-01,5,5,3,2591.95,235.31,8,4,84,10,.75,1.47
19970,47,2014-04-01,8,2,1,2443.35,888.40,1,4,93,8,.80,.52
19971,267,2014-01-01,4,1,1,1632.00,824.16,18,4,137,1,.77,.55
19972,274,2014-01-01,5,5,3,356.89,134.43,17,4,85,3,.85,1.36
19973,294,2013-09-01,6,6,2,358.60,224.48,11,4,149,1,.64,.81
19974,30,2013-11-01,8,2,2,539.99,245.41,1,4,105,10,.80,.85
19975,38,2013-12-01,5,5,3,1619.97,-98.27,5,4,98,4,.82,1.25
19976,99,2014-03-01,1,3,1,164.82,42.85,3,4,159,1,.66,.49
19977,161,2012-08-01,10,2,1,324.45,-36.49,1,4,61,5,.82,.36
19978,96,2013-10-01,9,4,3,7532.07,735.71,9,4,129,4,.70,1.77
19979,35,2013-11-01,6,6,1,1700.99,618.48,1,4,120,4,.83,.33
19980,34,2013-12-01,6,6,1,6803.96,308.90,6,4,127,4,.77,.51
19981,96,2014-03-01,6,6,2,2186.73,-78.72,3,4,157,4,.70,1.03
19982,58,2012-02-01,8,2,3,10734.81,4220.92,3,1,7,5,.85,1.43
19983,230,2012-05-01,3,5,3,1980.36,514.89,10,4,78,1,.85,1.55
19984,293,2013-10-01,6,6,3,399.84,250.29,16,4,159,1,.67,2.06
19985,265,2013-11-01,8,2,1,266.70,100.45,7,4,105,3,.78,.47
19986,39,2013-11-01,5,5,1,647.98,-39.31,2,4,65,4,.74,.21
19987,59,2012-03-01,4,1,3,13996.70,-158.62,16,4,51,5,.79,1.17
19988,210,2013-06-01,7,2,3,4001.04,4.00,20,4,170,10,.85,1.82
19989,35,2013-11-01,10,2,3,8504.95,3092.40,5,4,117,4,.83,1.47
19990,264,2013-12-01,8,2,3,1466.53,516.57,40,4,124,3,.75,1.32
19991,244,2014-05-01,2,5,3,700.89,-222.91,24,4,91,4,.79,1.43
19992,263,2013-01-01,4,1,2,1903.93,573.79,43,4,79,3,.81,.95
19993,127,2014-01-01,7,2,1,1619.52,141.43,2,4,110,10,.72,.40
19994,235,2014-03-01,1,3,3,534.85,-39.69,83,4,159,1,.81,3.31
19995,161,2012-05-01,1,3,2,973.35,-109.47,3,4,91,5,.82,.83
19996,65,2013-01-01,10,2,2,3131.96,211.72,6,3,59,12,.85,1.02
19997,243,2013-03-01,6,6,2,605.64,-202.68,21,4,95,4,.78,.91
19998,10,2013-04-01,5,5,1,6214.25,-113.83,5,4,83,6,.73,.73
19999,8,2012-03-01,3,5,3,44549.86,2791.79,22,4,51,8,1.05,2.42
20000,157,2013-06-01,8,2,3,291.56,75.80,6,4,161,1,.73,1.44
20001,11,2012-08-01,9,4,1,4142.83,1611.60,2,1,26,6,.68,.29
20002,240,2013-01-01,1,3,1,182.35,56.98,8,4,70,3,.68,.31
20003,236,2013-05-01,1,3,2,161.63,60.88,11,4,156,3,.84,1.03
20004,244,2012-03-01,5,5,2,519.12,-173.73,18,4,57,4,.79,1.08
20005,119,2012-08-01,4,1,1,550.77,143.20,4,4,95,1,.96,.32
20006,237,2013-04-01,1,3,1,28.25,9.93,2,4,78,3,.76,.13
20007,9,2014-04-01,10,2,2,13919.94,6326.22,6,3,88,6,.70,1.00
20008,53,2014-05-01,5,5,3,4706.05,-285.50,7,4,99,5,.78,1.26
20009,75,2011-08-01,6,6,2,11060.29,-2080.78,27,4,57,12,.96,.94
20010,109,2013-06-01,5,5,1,63.90,16.61,1,4,140,1,.81,.29
20011,137,2013-07-01,10,2,3,599.49,52.35,4,4,174,10,.76,1.38
20012,99,2013-07-01,5,5,3,219.76,57.13,4,4,114,1,.66,1.33
20013,209,2013-05-01,1,3,1,3614.07,3.61,6,4,156,8,.74,.69
20014,76,2013-11-01,1,3,2,2523.99,216.76,5,4,121,10,.75,1.07
20015,236,2012-05-01,10,2,1,70.64,24.84,5,4,67,3,.84,.53
20016,166,2013-04-01,5,5,3,2271.16,-255.43,7,4,83,5,.86,1.60
20017,191,2013-08-01,4,1,1,65.08,16.92,4,4,158,1,.74,.57
20018,188,2012-04-01,4,1,1,178.58,-26.04,1,4,53,12,.89,.33
20019,255,2013-01-01,4,1,1,35.99,11.24,1,4,79,4,.90,.10
20020,31,2013-12-01,10,2,1,971.98,88.24,3,4,113,10,.80,.75
20021,230,2012-08-01,10,2,3,594.10,154.46,3,4,61,1,.85,1.17
20022,98,2013-05-01,4,1,3,138.27,35.95,5,4,171,1,.56,1.43
20023,58,2011-10-01,4,1,3,57967.97,8028.20,23,4,57,5,.85,1.87
20024,245,2013-05-01,1,3,3,462.52,-153.34,16,4,156,4,.73,1.31
20025,287,2013-08-01,6,6,2,95.76,59.94,24,4,136,1,.45,1.03
20026,40,2013-08-01,6,6,2,4859.91,-294.83,15,4,136,4,.77,1.05
20027,236,2014-01-01,7,2,2,137.14,63.86,8,4,110,3,.84,1.00
20028,156,2014-05-01,3,5,1,194.37,50.53,4,4,123,1,.80,.69
20029,270,2013-06-01,9,4,1,129.87,81.29,13,4,114,1,.58,.67
20030,24,2013-08-01,2,5,3,3050.94,276.98,9,4,114,10,.80,1.66
20031,108,2014-01-01,8,2,2,218.68,56.85,3,4,108,1,.84,.86
20032,79,2014-05-01,7,2,2,12873.97,2500.41,7,4,122,8,.84,1.00
20033,17,2012-06-01,3,5,2,3887.96,297.35,6,4,94,4,.71,.83
20034,163,2013-04-01,2,5,3,8589.00,-965.97,11,4,59,11,.77,1.62
20035,251,2013-05-01,6,6,1,461.93,173.99,11,4,126,3,.84,.53
20036,74,2011-10-01,1,3,2,2097.29,-336.23,5,4,54,12,.89,.97
20037,275,2012-12-01,7,2,1,141.30,49.70,7,4,74,3,.91,.24
20038,281,2012-05-01,6,6,3,432.62,123.24,30,4,112,1,.84,1.23
20039,75,2012-12-01,3,5,1,3288.55,-118.38,7,4,60,12,.96,.71
20040,66,2013-04-01,4,1,3,15972.99,-575.02,34,4,95,12,.86,1.50
20041,10,2012-10-01,5,5,1,3728.55,-68.30,3,4,82,6,.73,.44
20042,248,2013-05-01,10,2,3,915.08,-373.65,31,4,129,4,.66,1.38
20043,276,2014-05-01,7,2,3,937.73,545.14,30,4,122,3,.90,1.68
20044,250,2014-06-01,1,3,1,139.98,87.62,2,2,40,3,.91,.07
20045,17,2013-01-01,10,2,2,3887.96,297.35,6,3,59,4,.71,.94
20046,96,2013-09-01,10,2,1,1214.85,459.69,1,4,134,4,.70,.43
20047,182,2013-04-01,3,5,1,202.33,15.17,1,4,82,12,.83,.33
20048,87,2013-11-01,4,1,3,7423.50,963.27,14,4,138,10,.80,2.17
20049,295,2014-03-01,9,4,3,289.90,181.47,10,4,122,1,.49,1.21
20050,96,2014-05-01,4,1,3,8989.89,2193.53,9,4,157,4,.70,2.16
20051,12,2013-07-01,4,1,3,61964.73,10633.49,41,4,174,6,.75,1.78
20052,112,2014-03-01,7,2,3,1263.52,328.51,12,4,159,1,.69,1.79
20053,53,2012-06-01,7,2,3,4802.10,-902.53,8,4,104,5,.78,1.31
20054,178,2012-07-01,3,5,2,809.32,60.69,4,4,89,12,.85,1.10
20055,12,2012-11-01,10,2,1,4098.19,1594.23,2,4,52,6,.75,.25
20056,64,2012-08-01,9,4,1,782.99,296.28,1,1,26,12,.97,.65
20057,253,2012-09-01,5,5,1,107.98,33.74,3,4,96,4,.78,.69
20058,244,2013-11-01,6,6,1,289.94,-56.48,9,4,120,4,.79,.24
20059,265,2014-06-01,10,2,1,127.00,79.50,2,2,36,3,.78,.20
20060,8,2012-02-01,10,2,2,3374.99,1476.89,1,1,6,8,1.05,1.00
20061,84,2013-10-01,3,5,3,1336.23,-48.10,3,4,121,10,.71,1.74
20062,46,2012-09-01,6,6,3,27051.37,-4047.58,20,4,96,8,.78,2.11
20063,14,2013-08-01,9,4,3,16064.93,7301.06,7,4,108,6,.74,1.11
20064,53,2012-07-01,8,2,1,1000.43,287.35,1,1,14,5,.78,.50
20065,58,2011-09-01,1,3,1,10734.81,4220.92,3,1,8,5,.85,.57
20066,49,2014-03-01,2,5,1,2016.88,-122.35,3,4,129,5,.77,.42
20067,26,2014-05-01,1,3,1,1175.17,-1906.99,10,4,158,10,.86,.41
20068,91,2014-01-01,6,6,3,17642.11,1340.80,11,4,138,8,.80,1.26
20069,171,2013-07-01,10,2,3,4294.50,-48.67,5,4,174,11,.50,1.70
20070,78,2013-08-01,9,4,3,8018.01,1221.65,9,4,108,4,.82,1.18
20071,260,2014-01-01,4,1,1,201.84,87.52,34,4,137,2,.92,.75
20072,274,2013-03-01,1,3,1,403.73,142.00,20,4,94,3,.85,.67
20073,16,2013-03-01,6,6,1,1943.98,148.67,3,4,95,4,.70,.26
20074,269,2013-11-01,2,5,1,20.95,7.89,7,4,98,1,.70,.36
20075,276,2014-04-01,6,6,1,594.83,372.36,17,3,73,3,.90,.71
20076,191,2014-05-01,10,2,3,65.08,16.92,4,4,155,1,.74,1.28
20077,105,2012-05-01,5,5,1,131.20,24.40,2,4,91,1,.80,.43
20078,240,2012-12-01,5,5,1,387.49,121.09,17,4,77,3,.68,.71
20079,76,2013-12-01,4,1,1,1187.76,264.87,2,4,132,10,.75,.80
20080,55,2012-02-01,3,5,1,6440.88,-72.99,3,4,38,5,.80,.64
20081,244,2012-08-01,5,5,3,576.80,-193.03,20,4,76,4,.79,1.20
20082,160,2013-10-01,6,6,2,4282.77,-48.53,12,4,159,5,.84,.86
20083,36,2013-11-01,10,2,2,9185.34,1607.77,7,4,117,4,.80,.81
20084,52,2012-12-01,1,3,3,8403.67,-153.28,12,4,73,5,.87,1.91
20085,38,2013-07-01,3,5,1,1295.97,-78.62,4,4,142,4,.82,.78
20086,82,2013-09-01,7,2,3,30039.28,-1081.41,21,4,157,8,.80,2.24
20087,261,2012-08-01,3,5,3,1475.29,423.55,34,4,66,3,.82,2.00
20088,145,2013-06-01,5,5,3,1966.08,171.70,9,4,140,5,.75,1.36
20089,28,2013-10-01,1,3,1,647.98,58.82,2,4,153,10,.72,.30
20090,193,2014-05-01,1,3,3,379.00,98.54,12,4,158,1,.85,1.25
20091,57,2012-04-01,1,3,3,22185.27,6986.21,7,4,52,5,.83,1.23
20092,268,2013-09-01,6,6,1,159.00,99.53,1,4,149,1,.57,.38
20093,11,2014-03-01,5,5,2,9743.95,884.62,7,4,132,6,.68,1.00
20094,213,2014-03-01,4,1,3,8432.84,8.43,14,4,160,8,.84,2.04
20095,271,2014-03-01,7,2,3,224.75,140.69,25,4,159,1,.70,1.85
20096,217,2014-05-01,6,6,3,9035.19,9.03,15,4,161,8,.86,1.68
20097,45,2013-11-01,4,1,1,15637.44,87.96,10,4,138,8,.73,.67
20098,49,2014-01-01,6,6,1,2689.17,-163.14,4,4,138,5,.77,.32
20099,136,2012-06-01,6,6,3,4812.88,539.04,23,4,106,3,.72,1.32
20100,69,2012-09-01,5,5,1,939.58,-33.82,2,4,96,12,.84,.38
20101,73,2012-11-01,7,2,1,782.99,296.28,1,4,50,12,.84,.47
20102,211,2013-06-01,8,2,3,3614.07,3.61,6,4,161,8,.80,1.80
20103,249,2013-11-01,6,6,1,895.65,-143.65,25,4,120,4,.69,.54
20104,10,2012-09-01,2,5,3,26099.88,-478.12,21,4,98,6,.73,1.82
20105,43,2013-02-01,8,2,3,7330.05,2773.69,3,1,15,8,.75,1.88
20106,245,2013-02-01,3,5,1,144.20,-48.25,5,4,68,4,.73,.53
20107,41,2013-03-01,2,5,2,10262.07,-369.43,7,4,93,8,.82,.86
20108,243,2013-05-01,10,2,2,329.93,-93.48,11,4,129,4,.78,.92
20109,132,2013-06-01,6,6,1,1637.40,142.99,2,4,163,10,.78,.27
20110,146,2014-03-01,1,3,3,3058.35,267.09,14,4,159,5,.75,1.26
20111,19,2014-03-01,6,6,3,3539.65,1440.76,5,4,157,4,.68,1.78
20112,14,2012-12-01,4,1,2,27867.73,2828.10,20,4,82,6,.74,.92
20113,101,2013-06-01,7,2,3,780.19,202.84,21,4,170,1,.81,4.70
20114,90,2013-07-01,10,2,2,2839.48,-1774.95,10,4,174,10,.84,.86
20115,238,2014-04-01,6,6,1,146.94,91.98,6,3,73,3,.76,.71
20116,51,2014-05-01,10,2,3,8291.62,1873.90,9,4,155,5,.83,2.33
20117,66,2012-03-01,6,6,2,6711.34,-1075.96,16,4,54,12,.86,.94
20118,219,2013-02-01,2,5,3,1840.99,478.65,13,4,86,1,.82,1.30
20119,114,2013-06-01,1,3,3,4463.31,1046.81,19,4,171,1,.87,1.61
20120,9,2012-09-01,1,3,3,43957.18,926.11,34,4,93,6,.70,1.86
20121,263,2012-09-01,6,6,3,3185.06,957.86,72,4,96,3,.81,1.67
20122,216,2013-08-01,8,2,2,4818.76,4.81,8,4,104,8,.78,1.01
20123,34,2013-09-01,4,1,3,26875.64,-187.10,25,4,152,4,.77,1.33
20124,33,2013-10-01,4,1,3,38424.00,536.15,35,4,156,4,.80,1.29
20125,269,2013-12-01,5,5,1,7.98,4.25,2,4,98,1,.70,.18
20126,123,2011-10-01,3,5,1,722.59,-24.60,1,4,55,10,.79,.26
20127,68,2012-09-01,4,1,3,17538.97,17.53,36,4,99,12,.88,1.59
20128,74,2012-12-01,9,4,1,782.99,296.28,1,1,27,12,.89,.72
20129,76,2013-06-01,7,2,3,3407.38,-2129.95,12,4,170,10,.75,1.56
20130,11,2013-07-01,1,3,2,22271.90,4553.23,14,4,170,6,.68,.91
20131,170,2013-06-01,5,5,3,6012.30,-68.13,7,4,140,11,.74,1.88
20132,139,2013-09-01,3,5,3,1948.36,170.15,13,4,127,10,.71,1.95
20133,174,2012-04-01,3,5,1,357.16,-52.08,2,4,46,12,.82,.46
20134,12,2013-06-01,1,3,3,57349.96,6018.73,41,4,171,6,.75,1.84
20135,44,2013-12-01,7,2,1,1466.01,-88.93,1,4,137,8,.80,.32
20136,13,2012-05-01,6,6,2,25818.63,-472.97,21,4,112,6,.71,1.01
20137,163,2013-02-01,6,6,3,6246.54,-702.52,8,4,91,11,.77,1.19
20138,99,2013-06-01,8,2,1,164.82,42.85,3,4,161,1,.66,.64
20139,239,2012-05-01,4,1,2,136.76,42.73,6,4,120,3,.84,.87
20140,149,2013-05-01,10,2,2,149.87,13.08,1,4,129,10,.56,1.00
20141,86,2013-12-01,7,2,3,7571.97,-272.59,17,4,137,10,.85,1.88
20142,10,2014-01-01,6,6,3,36655.84,7546.59,23,4,138,6,.73,1.90
20143,182,2013-02-01,4,1,3,2427.98,182.09,12,4,95,12,.83,1.30
20144,262,2013-02-01,10,2,1,89.98,28.12,2,4,63,3,.80,.63
20145,20,2013-06-01,3,5,3,6463.71,586.81,14,4,144,4,.78,2.20
20146,260,2014-03-01,3,5,3,412.68,106.71,91,4,128,2,.92,2.61
20147,235,2013-03-01,2,5,3,167.33,-61.10,33,4,93,1,.81,2.00
20148,94,2013-08-01,8,2,1,5721.76,-205.98,4,4,104,8,.82,.40
20149,276,2012-11-01,4,1,1,222.05,78.10,11,4,80,3,.90,.23
20150,67,2013-04-01,5,5,2,4228.14,-152.21,9,4,83,12,.93,1.07
20151,19,2013-07-01,3,5,3,4155.24,377.24,9,4,142,4,.68,1.64
20152,274,2013-09-01,4,1,3,1644.53,898.61,57,4,152,3,.85,1.70
20153,82,2013-09-01,4,1,1,10013.09,2603.40,5,4,152,8,.80,.54
20154,247,2014-06-01,6,6,3,215.96,49.67,4,2,41,4,.82,1.30
20155,10,2012-05-01,9,4,1,2071.41,805.80,1,1,22,6,.73,.15
20156,240,2012-06-01,5,5,3,706.61,220.81,31,4,105,3,.68,1.30
20157,227,2012-07-01,4,1,3,2521.80,655.66,14,4,107,1,.79,2.13
20158,43,2012-08-01,2,5,1,2932.02,-105.55,2,4,85,8,.75,.48
20159,245,2012-10-01,10,2,1,57.68,-19.30,2,4,78,4,.73,.18
20160,269,2013-12-01,8,2,2,186.62,106.37,43,4,124,1,.70,.94
20161,286,2014-02-01,10,2,3,109.78,68.72,22,3,82,1,.69,1.20
20162,38,2014-03-01,6,6,1,1187.97,157.02,3,4,157,4,.82,.70
20163,245,2011-07-01,2,5,1,86.52,-28.95,3,4,32,4,.73,.35
20164,234,2012-09-01,2,5,2,377.95,118.11,7,4,98,3,.86,.90
20165,233,2012-10-01,2,5,2,647.92,202.47,12,4,60,3,.89,.91
20166,33,2013-09-01,1,3,3,14628.51,555.88,13,4,160,4,.80,1.26
20167,4,2011-12-01,1,3,2,20399.94,1278.39,10,4,30,8,.98,.83
20168,49,2012-10-01,5,5,3,5402.36,-1015.35,9,4,82,5,.77,1.30
20169,47,2013-12-01,3,5,1,2932.02,-177.87,2,4,96,8,.80,.41
20170,287,2014-03-01,1,3,3,123.69,77.42,31,4,159,1,.45,1.43
20171,116,2014-05-01,7,2,1,72.87,18.94,1,4,122,1,.76,.14
20172,220,2012-10-01,10,2,2,1177.97,306.27,6,4,78,1,.78,.87
20173,90,2014-03-01,1,3,2,3563.28,-128.27,8,4,159,10,.84,.84
20174,53,2012-12-01,2,5,1,2401.05,-451.26,4,4,80,5,.78,.42
20175,274,2013-09-01,7,2,3,1095.80,480.74,47,4,157,3,.85,1.94
20176,290,2013-10-01,1,3,3,539.82,337.92,18,4,153,1,.52,1.11
20177,147,2014-03-01,4,1,3,1310.72,114.46,6,4,160,5,.81,1.20
20178,132,2012-03-01,5,5,3,5058.16,-172.23,7,4,57,10,.78,1.57
20179,111,2014-01-01,2,5,1,36.43,9.47,3,4,72,1,.91,.62
20180,273,2014-02-01,10,2,2,219.80,137.59,10,3,82,1,.70,.90
20181,69,2012-03-01,2,5,1,2097.29,-336.23,5,4,43,12,.84,.62
20182,58,2012-04-01,2,5,1,4293.92,-48.66,2,4,46,5,.85,.36
20183,87,2013-05-01,1,3,1,2271.59,-1419.96,8,4,156,10,.80,.56
20184,295,2013-07-01,7,2,2,376.87,235.92,13,4,132,1,.49,1.02
20185,275,2013-08-01,9,4,1,1049.70,657.11,30,4,108,3,.91,.77
20186,52,2014-02-01,9,4,3,5602.45,2037.05,5,3,92,5,.87,1.20
20187,105,2013-08-01,6,6,3,505.13,131.33,7,4,136,1,.80,1.11
20188,193,2013-10-01,10,2,3,284.25,73.90,9,4,154,1,.85,2.81
20189,244,2012-01-01,4,1,3,1701.58,-569.46,59,4,50,4,.79,1.37
20190,14,2012-06-01,7,2,1,4917.83,-90.08,4,4,104,6,.74,.51
20191,127,2012-07-01,3,5,1,3680.72,-14.47,5,4,89,10,.72,.71
20192,15,2012-12-01,5,5,3,5183.95,396.46,8,4,77,4,.64,1.49
20193,42,2013-04-01,3,5,1,4398.03,-158.32,3,4,82,8,.86,.57
20194,237,2013-07-01,2,5,3,386.67,139.37,27,4,109,3,.76,2.33
20195,11,2014-03-01,8,2,3,16703.92,6578.97,8,4,151,6,.68,1.90
20196,94,2014-04-01,10,2,1,2384.07,902.13,1,3,88,8,.82,.22
20197,166,2012-08-01,1,3,1,324.45,-36.49,1,4,76,5,.86,.27
20198,174,2013-08-01,4,1,1,1011.66,-11.46,5,4,158,12,.82,.67
20199,259,2014-01-01,1,3,1,64.72,31.10,10,4,136,2,.95,.75
20200,153,2014-05-01,7,2,1,97.18,25.26,2,4,122,1,.74,.25
20201,93,2014-05-01,10,2,3,10489.90,1598.28,6,4,155,8,.72,1.36
20202,63,2011-12-01,4,1,1,6998.35,-79.31,8,4,40,5,.79,.41
20203,190,2013-08-01,1,3,2,1213.99,-13.75,6,4,141,12,.77,1.09
20204,79,2013-09-01,10,2,3,12397.16,541.66,8,4,134,8,.84,1.14
20205,225,2012-06-01,10,2,3,291.57,75.80,8,4,96,1,.82,1.42
20206,292,2013-06-01,9,4,1,64.47,40.35,3,4,114,1,.50,.19
20207,112,2014-01-01,6,6,3,737.05,191.63,7,4,138,1,.69,1.19
20208,121,2012-08-01,4,1,2,1166.10,303.18,19,4,95,1,.90,.90
20209,102,2012-10-01,6,6,3,459.21,85.41,7,4,93,1,.74,1.27
20210,236,2014-01-01,4,1,3,445.71,253.37,21,4,137,3,.84,1.62
20211,49,2012-09-01,2,5,3,7203.15,-1353.80,12,4,98,5,.77,1.50
20212,114,2014-03-01,9,4,1,728.98,189.53,3,4,122,1,.87,.44
20213,274,2012-07-01,10,2,1,60.55,21.30,3,4,93,3,.85,.10
20214,248,2013-09-01,3,5,1,388.72,-110.13,12,4,127,4,.66,.65
20215,5,2012-03-01,9,4,3,10124.97,4430.68,3,1,17,8,1.10,1.32
20216,160,2012-06-01,2,5,3,6489.05,-729.80,20,4,106,5,.84,2.54
20217,177,2013-01-01,5,5,1,202.33,15.17,1,4,66,12,.82,.20
20218,37,2013-06-01,6,6,3,4751.91,-59.18,14,4,163,4,.73,1.73
20219,190,2013-07-01,1,3,3,1416.32,-16.05,7,4,170,12,.77,1.27
20220,51,2013-08-01,2,5,1,1344.58,-81.57,2,4,114,5,.83,.43
20221,221,2012-05-01,6,6,1,540.31,140.48,8,4,112,1,.83,.63
20222,67,2013-05-01,9,4,1,782.99,296.28,1,4,83,12,.93,.62
20223,44,2013-04-01,6,6,3,19634.06,-3690.15,15,4,95,8,.80,2.11
20224,50,2014-02-01,7,2,1,2240.98,814.82,2,3,75,5,.87,.78
20225,174,2013-07-01,4,1,3,1820.98,-20.63,9,4,174,12,.82,1.21
20226,25,2014-02-01,9,4,2,564.99,256.77,1,3,92,10,.78,.96
20227,112,2014-03-01,4,1,3,1052.94,273.76,10,4,160,1,.69,1.26
20228,80,2014-04-01,7,2,1,4768.14,1804.26,2,3,86,8,.75,.50
20229,54,2011-08-01,8,2,1,3578.27,1406.97,1,1,6,5,.80,.46
20230,283,2012-10-01,1,3,1,47.97,14.99,4,4,88,1,.80,.39
20231,127,2013-05-01,7,2,1,2429.28,212.15,3,4,94,10,.72,.59
20232,46,2014-03-01,6,6,3,16126.11,-978.31,11,4,157,8,.78,1.26
20233,119,2013-01-01,10,2,1,413.08,107.40,3,3,59,1,.96,.68
20234,238,2013-08-01,3,5,3,220.41,83.02,15,4,59,3,.76,2.88
20235,153,2013-07-01,3,5,3,680.31,176.88,14,4,142,1,.74,1.48
20236,169,2013-07-01,8,2,1,858.90,-9.73,1,4,146,11,.82,.57
20237,215,2013-08-01,4,1,3,3011.73,3.01,5,4,158,8,.83,1.14
20238,23,2014-02-01,4,1,1,1129.98,513.54,2,3,88,10,.84,.48
20239,50,2012-06-01,10,2,1,1600.70,174.54,2,4,96,5,.87,.41
20240,11,2012-09-01,5,5,3,14914.22,-273.21,12,4,96,6,.68,1.52
20241,93,2013-07-01,4,1,2,13827.60,3454.04,7,4,174,8,.72,1.09
20242,243,2012-01-01,1,3,1,144.20,-48.25,5,4,44,4,.78,.38
20243,42,2013-02-01,4,1,1,20035.47,291.24,13,4,95,8,.86,.69
20244,65,2013-05-01,4,1,1,782.99,296.28,1,4,171,12,.85,.07
20245,229,2012-06-01,5,5,3,1490.31,387.48,10,4,105,1,.71,1.37
20246,66,2013-04-01,7,2,3,4541.34,160.98,9,3,51,12,.86,1.20
20247,31,2013-06-01,10,2,1,323.99,29.41,1,4,148,10,.80,.25
20248,13,2013-08-01,5,5,3,22031.90,2000.20,16,4,84,6,.71,2.42
20249,1,2011-06-01,9,4,2,6799.98,2975.67,2,1,16,8,1.04,.95
20250,291,2013-11-01,2,5,3,70.00,43.82,2,4,98,1,.78,1.33
20251,177,2012-07-01,2,5,3,3109.43,114.92,16,4,70,12,.82,2.51
20252,46,2013-06-01,2,5,3,10262.07,-622.56,7,4,117,8,.78,1.17
20253,132,2012-10-01,3,5,1,744.27,-2.92,1,4,82,10,.78,.17
20254,150,2013-10-01,6,6,2,1109.01,96.85,7,4,159,10,.78,.97
20255,142,2014-03-01,3,5,1,633.72,55.34,4,4,128,10,.63,.60
20256,100,2013-05-01,6,6,3,400.86,104.22,15,4,126,1,.92,1.92
20257,110,2013-08-01,1,3,1,63.90,16.61,1,4,141,1,.71,.18
20258,75,2012-05-01,5,5,1,2818.76,-101.47,6,4,91,12,.96,.67
20259,184,2012-02-01,2,5,1,713.79,9.51,2,4,36,5,.89,.32
20260,170,2012-10-01,1,3,1,780.81,-87.81,1,4,88,11,.74,.25
20261,241,2012-11-01,5,5,1,410.29,128.21,18,4,58,3,.66,.64
20262,210,2013-05-01,4,1,3,4110.23,-486.35,23,4,171,10,.85,3.39
20263,77,2013-11-01,4,1,3,7313.92,-530.63,17,4,138,10,.82,1.46
20264,127,2013-03-01,6,6,1,2208.43,-8.68,3,4,95,10,.72,.38
20265,23,2013-07-01,1,3,2,2259.96,410.65,6,4,170,10,.84,1.02
20266,108,2013-08-01,9,4,1,72.89,18.95,1,4,108,1,.84,.19
20267,145,2014-01-01,3,5,1,1747.63,152.62,8,4,100,5,.75,.78
20268,239,2012-06-01,4,1,3,205.14,64.10,9,4,107,3,.84,1.30
20269,218,2012-08-01,7,2,1,157.94,41.06,3,4,60,1,.78,.68
20270,146,2013-07-01,10,2,3,1310.72,114.46,6,4,174,5,.75,1.54
20271,155,2013-08-01,6,6,2,372.54,96.86,10,4,136,1,.84,.86
20272,293,2013-12-01,10,2,2,199.92,125.14,8,4,113,1,.67,.96
